id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
512,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL LOW CALCIUM WITH DEXTROSE,INTRAPERITONEAL
513,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Amneal Pharmaceuticals,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE"
514,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",11/06/2017,DOPAMINE HYDROCHLORIDE,INTRAVENOUS
515,Azacitidine Injection,Current,Oncology,Injection,"Hikma Pharmaceuticals USA, Inc.",12/18/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
805,Lorazepam Injection,Current,Neurology,Injection,"Hikma Pharmaceuticals USA, Inc.",09/05/2018,LORAZEPAM,"INTRAMUSCULAR, INTRAVENOUS"
516,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
517,Hydrocortisone Sodium Succinate Injection,Resolved,"Pulmonary/Allergy, Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Pediatric, Renal, Rheumatology",Injection,"Hospira, Inc., a Pfizer Company",03/24/2023,SOLU-CORTEF,"INTRAMUSCULAR, INTRAVENOUS"
518,Clindamycin Palmitate Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,Amneal Pharmaceuticals,03/26/2026,CLINDAMYCIN PALMITATE HYDROCHLORIDE (PEDIATRIC),ORAL
519,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Fresenius Kabi USA, LLC",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
520,Etomidate Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",10/05/2022,ETOMIDATE,INTRAVENOUS
521,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION, PERINEURAL"
522,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
523,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
524,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Sagent Pharmaceuticals,03/21/2023,CLINDAMYCIN,"INTRAMUSCULAR, INTRAVENOUS"
525,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
526,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Lannett Company, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
527,Semaglutide Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,"Novo Nordisk, Inc.",06/04/2026,RYBELSUS,ORAL
528,Methotrexate Sodium Injection,Current,"Rheumatology, Oncology",Injection,"Hospira, Inc., a Pfizer Company",03/13/2023,METHOTREXATE,"INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS"
529,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Amneal Pharmaceuticals,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
530,Dextrose Monohydrate 50% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/13/2022,DEXTROSE,INTRAVENOUS
532,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
533,Alteplase Injection,To Be Discontinued,"Cardiovascular, Hematology, Neurology",Injection,"Genentech, Inc",05/21/2026,ACTIVASE,
535,Lasmiditan Succinate Tablet,To Be Discontinued,Neurology,Tablet,Eli Lilly and Co.,11/03/2025,REYVOW,ORAL
536,Desmopressin Acetate Spray,Current,Hematology,Spray,Apotex Corp.,03/12/2021,DESMOPRESSIN ACETATE,NASAL
537,Neostigmine Methylsulfate Injection,To Be Discontinued,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",01/12/2026,NEOSTIGMINE METHYLSULFATE,INTRAVENOUS
538,Furosemide Injection,To Be Discontinued,Cardiovascular,Injection,Gland Pharma Limited,04/28/2026,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
539,Tiagabine Hydrochloride Tablet,To Be Discontinued,Neurology,Tablet,"Teva Pharmaceuticals USA, Inc.",04/15/2026,TIAGABINE HYDROCHLORIDE,ORAL
540,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Amneal Pharmaceuticals,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE"
541,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
542,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Par Health, USA LLC",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
543,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
544,Heparin Sodium Injection,Current,Hematology,Injection,B. Braun Medical Inc.,11/14/2017,HEPARIN SODIUM IN SODIUM CHLORIDE,INTRAVENOUS
545,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
546,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Fresenius Kabi USA, LLC",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
547,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
548,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Amneal Pharmaceuticals,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
550,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
551,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
552,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,Gland Pharma Limited,04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
553,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Trigen Laboratories, LLC",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
555,Azacitidine Injection,Current,Oncology,Injection,Eugia US LLC,12/22/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
556,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Hikma Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
557,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Accord Healthcare Inc.,03/10/2023,CLONAZEPAM,ORAL
558,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,"Lupin Pharmaceuticals, Inc.",01/19/2023,QUINAPRIL,ORAL
559,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Rhodes Pharmaceuticals L.P.,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
561,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,"Lupin Pharmaceuticals, Inc.",01/19/2023,QUINAPRIL,ORAL
562,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",03/26/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
563,"Carbamazepine Capsule, Extended Release",To Be Discontinued,Neurology,"Capsule, Extended Release",Takeda Pharmaceuticals USA Inc.,12/19/2025,CARBATROL,ORAL
565,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
566,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,"Hikma Pharmaceuticals USA, Inc.",11/06/2017,DOPAMINE HYDROCHLORIDE,INTRAVENOUS
567,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/15/2023,ROCURONIUM,INTRAVENOUS
569,Carboplatin Injection,Current,Oncology,Injection,"Avyxa Pharma, LLC",04/28/2023,KYXATA,INTRAVENOUS
570,Palonosetron Hydrochloride Injection,To Be Discontinued,Gastroenterology,Injection,"Teva Pharmaceuticals USA, Inc.",11/14/2025,PALONOSETRON HYDROCHLORIDE,INTRAVENOUS
571,Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",05/30/2025,DEMEROL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
572,Etomidate Injection,Current,Anesthesia,Injection,"Mylan Institutional, a Viatris Company",10/05/2022,ETOMIDATE,INTRAVENOUS
573,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Hikma Pharmaceuticals USA, Inc.",02/03/2016,SODIUM ACETATE,INTRAVENOUS
574,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE,"INFILTRATION, PERINEURAL"
575,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Baxter Healthcare,03/21/2023,CLINDAMYCIN PHOSPHATE,INTRAVENOUS
577,Morphine Sulfate Suppository,To Be Discontinued,Analgesia/Addiction,Suppository,Padagis US LLC,07/23/2026,MORPHINE SULFATE,RECTAL
578,Furosemide Oral Solution,Current,Cardiovascular,Oral Solution,"Hikma Pharmaceuticals USA, Inc.",03/31/2026,FUROSEMIDE,ORAL
579,Vancomycin Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,"Hospira, Inc., a Pfizer Company",09/09/2025,VANCOMYCIN HYDROCHLORIDE,INTRAVENOUS
580,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Lannett Company, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
581,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/14/2022,DEXTROSE,INTRAVENOUS
582,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",03/01/2017,SODIUM BICARBONATE,INTRAVENOUS
583,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Eugia US LLC,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE"
584,Fluphenazine Hydrochloride Tablet,To Be Discontinued,"Neurology, Psychiatry",Tablet,"Upsher-Smith Laboratories, LLC",09/18/2025,FLUPHENAZINE HYDROCHLORIDE,ORAL
585,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",03/01/2017,SODIUM BICARBONATE,INTRAVENOUS
586,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Amneal Pharmaceuticals,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
587,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,Eugia US LLC,02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
588,Rocuronium Bromide Injection,Current,Anesthesia,Injection,Piramal Critical Care Inc.,02/15/2023,ROCURONIUM,INTRAVENOUS
589,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
590,Furosemide Injection,Current,Cardiovascular,Injection,Baxter Healthcare,04/07/2020,FUROSEMIDE,INTRAVENOUS
592,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Novadoz Pharmaceuticals LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
593,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Hikma Pharmaceuticals USA, Inc.",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE"
594,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"XGen Pharmaceuticals DJB, Inc.",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
595,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/03/2017,MORPHINE SULFATE,INTRAVENOUS
596,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,SpecGx LLC,10/12/2022,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,ORAL
597,Tranylcypromine Sulfate Tablet,To Be Discontinued,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/21/2025,TRANYLCYPROMINE SULFATE,ORAL
598,Lorazepam Injection,Current,Neurology,Injection,"Hikma Pharmaceuticals USA, Inc.",09/05/2018,ATIVAN,"INTRAMUSCULAR, INTRAVENOUS"
599,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,03/01/2022,DEXTROSE,INTRAVENOUS
600,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Hikma Pharmaceuticals USA, Inc.",02/03/2016,SODIUM ACETATE,INTRAVENOUS
601,Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,AbbVie Inc.,03/24/2026,VUITY,OPHTHALMIC
602,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
603,Amino Acid Injection,Current,Gastroenterology,Injection,Otsuka ICU Medical LLC,12/08/2020,AMINOSYN II,INTRAVENOUS
604,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/03/2017,DURAMORPH,"EPIDURAL, INTRATHECAL, INTRAVENOUS"
606,Bumetanide Injection,Current,Cardiovascular,Injection,Sagent Pharmaceuticals,01/31/2018,BUMETANIDE,"INTRAMUSCULAR, INTRAVENOUS"
607,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
608,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,DILAUDID,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
609,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Aspiro Pharma Limited,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, INTRACAUDAL, PERINEURAL"
610,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Trigen Laboratories, LLC",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
612,Azelastine Hydrochloride; Fluticasone Propionate Nasal Spray,To Be Discontinued,Pulmonary/Allergy,Nasal Spray,"Mylan Pharmaceuticals Inc., a Viatris Company",09/04/2025,AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,NASAL
613,Peritoneal Dialysis Solution,To Be Discontinued,Renal,Solution,Fresenius Medical Care North America,03/10/2026,DELFLEX,INTRAPERITONEAL
614,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",03/23/2018,KETOROLAC TROMETHAMINE,"INTRAMUSCULAR, INTRAVENOUS"
615,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,MARCAINE WITH EPINEPHRINE,"EPIDURAL, INTRACAUDAL, PERINEURAL"
616,Adalimumab-adaz Injection,To Be Discontinued,Rheumatology,Injection,Sandoz Inc.,01/13/2026,HYRIMOZ,
617,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,Baxter Healthcare,11/06/2017,DOPAMINE HYDROCHLORIDE AND DEXTROSE,INTRAVENOUS
618,Travoprost Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,"Mylan Pharmaceuticals Inc., a Viatris Company",07/07/2026,"TRAVOPROST OPHTHALMIC SOLUTION, 0.004%",OPHTHALMIC
620,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,Anthea Pharma,02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
621,Carboplatin Injection,Current,Oncology,Injection,Gland Pharma Limited,04/28/2023,CARBOPLATIN,INTRAVENOUS
622,Aspirin Suppository,To Be Discontinued,"Analgesia/Addiction, Cardiovascular",Suppository,Padagis US LLC,07/23/2026,ASPIRIN,RECTAL
623,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",10/14/2016,XYLOCAINE,"INFILTRATION, PERINEURAL"
625,Sodium Chloride 0.9% Injection,To Be Discontinued,"Gastroenterology, Other, Renal",Injection,"Hospira, Inc., a Pfizer Company",12/03/2025,SODIUM CHLORIDE,INTRAVENOUS
626,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
627,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Aurobindo Pharma USA,03/10/2023,CLONAZEPAM,ORAL
628,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL,ORAL
629,Gemfibrozil Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,Pfizer Inc.,02/10/2026,LOPID,ORAL
631,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
632,Lincomycin Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,Pfizer Inc.,02/25/2026,LINCOCIN,"INTRAMUSCULAR, INTRAVENOUS, SUBCONJUNCTIVAL"
633,Carboplatin Injection,To Be Discontinued,Oncology,Injection,Teyro Labs,06/01/2026,CARBOPLATIN,INTRAVENOUS
635,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,FENTANYL CITRATE,INTRAVENOUS
636,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Aspiro Pharma Limited,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, RETROBULBAR"
637,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
638,Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Endo Pharmaceuticals, Inc.",11/03/2025,ENDOCET,ORAL
639,"Cefotaxime Sodium Powder, for Solution",Current,"Anti-Infective, Pediatric","Powder, For Solution","SteriMax, Inc.",02/17/2015,CEFOTAXIME,"INTRAMUSCULAR, INTRAVENOUS"
640,Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Injection,Eli Lilly and Co.,10/16/2025,ALIMTA,INTRAVENOUS
641,Flurazepam Hydrochloride Capsule,Current,"Neurology, Other",Capsule,Chartwell Molecular Holdings LLC,08/03/2022,FLURAZEPAM HYDROCHLORIDE,ORAL
642,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,MARCAINE WITH EPINEPHRINE,"INFILTRATION, PERINEURAL"
643,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION, PERINEURAL"
644,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
645,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,"Prinston Pharmaceutical, Inc.",03/10/2023,CLONAZEPAM,ORAL
646,Phenobarbital Tablet,To Be Discontinued,"Analgesia/Addiction, Neurology, Other",Tablet,"Endo Pharmaceuticals, Inc.",10/31/2025,PHENOBARBITAL,ORAL
647,Gadobutrol Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOBUTROL,INTRAVENOUS
648,Carboplatin Injection,To Be Discontinued,Oncology,Injection,Teyro Labs,06/01/2026,CARBOPLATIN,INTRAVENOUS
649,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION"
650,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
651,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
652,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
654,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
655,Sterile Water Injection,Current,Other,Injection,"Medefil, Inc.",11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
656,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
657,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Granules Pharmaceuticals Inc.,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
658,Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Mylan Institutional, a Viatris Company",06/28/2022,ULTIVA,INTRAVENOUS
806,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Hikma Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
659,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,SpecGx LLC,10/12/2022,DEXTROAMPHETAMINE SACCHARATE AND AMPHETAMINE ASPARTATE AND DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE,ORAL
660,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,"Prinston Pharmaceutical, Inc.",03/10/2023,CLONAZEPAM,ORAL
661,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Solco Healthcare US, LLC",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
